text,url
"""you know you guys have hit rock bottom when you make jokes about Kaiser Wilhelm"" -@lanthierjeremy",twitter.com/anyuser/status/722879726981816321
@MackenzieKLH always remember when I had 2 mom's and no dad,twitter.com/anyuser/status/722879726948196354
@CNNPolitics We all know what will happen Clinton VS Trump media will flip on @realDonaldTrump like an IHOP pancake special !,twitter.com/anyuser/status/722879727367618560
This #Healthcare #job might be a great fit for you: Certified Nursing Assistant (CNA) - Medical/Telemetry... - https://t.co/srqeWLmAts,twitter.com/anyuser/status/722879727690616832
"@DonnaLeinwand @USATODAY personally because of the ""Political nature of this"" I call for a boycott of it... as 4 me give me 2 $10's instead!",twitter.com/anyuser/status/722879727837454336
"Dalatri helps himself with an RBI single and a second run scored on an error, 2-0 CBA after one",twitter.com/anyuser/status/722879728034689024
Sabrina just threw a 20 minute temper tantrum cause I sent her in the shop,twitter.com/anyuser/status/722879727711551489
I absolutely hate a simple minded person!,twitter.com/anyuser/status/722879728181321729
"The only people I need is my family and I got that already, so I really don't need anyone else",twitter.com/anyuser/status/722879728210739202
What the literal fuck  https://t.co/cPHh3Ibz3m,twitter.com/anyuser/status/722879727879458816
Bernie bursting bubbles - https://t.co/CTYNjpvGpb,twitter.com/anyuser/status/722879728340889600
"Executive Assistant Needed at a High-End Hotel - OfficeTeam: (#SanFrancisco, CA) https://t.co/OaErG8V9pA #Clerical #Job #Jobs #Hiring",twitter.com/anyuser/status/722879729217343488
@catlyncrespo uhm On my way!,twitter.com/anyuser/status/722879729519296513
"Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #WORCESTER, MA! Click for details: https://t.co/SlBFIkD7vv #Accounting",twitter.com/anyuser/status/722879729909391360
"This #Retail #job might be a great fit for you: Store Manager - https://t.co/N7YKPVXEmO #NorthProvidence, RI #Hiring #CareerArc",twitter.com/anyuser/status/722879730068758528
Listen to Thought You Knew ft. T LEW by JBJ Productions #SoundCloud https://t.co/UOgbzN9EV2,twitter.com/anyuser/status/722879729787768833
"Can you recommend anyone for this #Writing #job? https://t.co/x32eXdMrWp #SaintCharles, IL #Hiring",twitter.com/anyuser/status/722879730546937856
"See our latest #Norcross, GA #job and click to apply: PCB Layout - https://t.co/pjsOvkmANa #Hiring",twitter.com/anyuser/status/722879730911809536
"@rkambury  Aww. Well, I'm loyal to some of the people some of the time, but I'd never choose it as the single word to describe myself.",twitter.com/anyuser/status/722879730886705152
I declare it Beach Day at @arrayStudios office! Bring in the kiddy pool and the pool noodles! #officeparty #happy420 https://t.co/bF5ttWUeRJ,twitter.com/anyuser/status/722879730639187968
"#CareerArc #Finance #Job alert: Clerk, NTO Credit | CEMEX | #Tampa, FL https://t.co/P46oZxivMQ #Jobs #Hiring",twitter.com/anyuser/status/722879731553599488
"See our latest #OAKDALE, MN #job and click to apply: Disabilities Care Giver Children's Services - https://t.co/DL6aUOCcsd #Healthcare",twitter.com/anyuser/status/722879731545157632
Chile... https://t.co/J0UUvYP2De,twitter.com/anyuser/status/722879731486449664
"HOW DO I DO BETTER THAN YOU?
YOU ARE BROKE ON YOUR WITNESS PROTECTION...
""GEORGE W. BUSH SCUM BAG STYLE THOUGH.""
YES.",twitter.com/anyuser/status/722879731410948096
"I still like to rock the Mexecutioner tee I have from the first time we had Soria
#Royals",twitter.com/anyuser/status/722879732157517824
@Jlugo77 and Joseph's birthday and most importantly national Lima bean day,twitter.com/anyuser/status/722879731926966273
To go to life in color or to not,twitter.com/anyuser/status/722879732555984896
Who wants to go to the lake?!?!,twitter.com/anyuser/status/722879732744728580
@guillermodiazyo there are some people who cause hella drama with me when I crash there,twitter.com/anyuser/status/722879732505640960
"O'Reilly Auto Parts: Parts Delivery (#YPSILANTI, MI) https://t.co/u7zmood8NL #Transportation #Job #Jobs #Hiring #CareerArc",twitter.com/anyuser/status/722879732832804865
"Glendale Adventist #Nursing #Job: RN, Employee Health - Employee Health (#Glendale, CA) https://t.co/t9d4U6XwxP #Jobs #Hiring #CareerArc",twitter.com/anyuser/status/722879732774121472
"@juliechewley honestly; with the political climate of this campus though, i'm both floored and unsurprised",twitter.com/anyuser/status/722879732753113089
"Oracle: Applications Sales Representative IV HCM Southeast (#Henderson, NC) https://t.co/qgB2sL8Evh #Sales #Job #Jobs #Hiring #CareerArc",twitter.com/anyuser/status/722879733306753024
"I am fine w/our currency the way it is, or changing it.  I just don't care that much.  #ConfessYourUnpopularOpinion  https://t.co/WcS05lG0q1",twitter.com/anyuser/status/722879732933640192
See our latest #Dorval #job and click to apply: HR Technician - https://t.co/UW1noeaPKt #Clerical #Hiring,twitter.com/anyuser/status/722879733243904000
@restinpeaceYaYa lol just gotta finish it,twitter.com/anyuser/status/722879733751541760
Them CABS bus drivers be on consistent trash  https://t.co/YV6DGwGhxA,twitter.com/anyuser/status/722879733742960640
